Study_Hours,Attendance_Percentage,Internal_Marks,Assignment_Score,Final_Marks,Result
5.12,52.47,33,13,43.5,Pass
5.63,63.79,21,13,48.29,Pass
11.14,46.67,32,0,42.97,Pass
7.69,41.91,29,0,39.42,Fail
3.74,79.41,27,2,35,Fail
6.3,76.61,26,14,51.33,Pass
0.79,82.5,32,4,35,Fail
11.67,79.62,45,4,62.89,Pass
4.32,46.86,49,3,44.83,Pass
5.73,57.46,43,13,41.22,Pass
4.26,47.77,46,19,50.63,Pass
8.19,90.58,38,6,51.07,Pass
7.95,84.81,43,14,62.43,Pass
8.58,52.09,34,10,50.71,Pass
3.22,60.48,41,13,39.23,Fail
3.79,98,21,5,35.11,Fail
1.5,75.65,41,9,35,Fail
7.87,88.07,24,6,50.44,Pass
0.48,55.88,38,9,39.68,Fail
7.17,52.6,20,13,38.9,Fail
10.44,87.04,26,4,51.77,Pass
10.69,81.15,37,0,61.56,Pass
5.39,80.86,20,18,35.43,Fail
5.51,73.16,20,7,39.47,Fail
0.92,73.81,26,18,42.94,Pass
8.05,84.14,47,16,58,Pass
9.86,56.2,36,18,55.57,Pass
2.94,61.17,44,15,49.77,Pass
5.06,92.3,25,3,35,Fail
10.07,58.53,39,7,58.06,Pass
10.53,72.78,31,3,53.32,Pass
2.92,82.16,39,12,48.1,Pass
6.61,100,34,6,48.09,Pass
2.31,66.12,32,0,36.17,Fail
1.22,65.69,31,8,35,Fail
10.93,90.56,49,3,54.94,Pass
9.85,88.33,40,13,53.97,Pass
9.12,83.86,21,8,43.12,Pass
0.59,67.79,40,2,35,Fail
10.12,59.44,37,14,53.66,Pass
5.26,76.52,47,4,45.73,Pass
4.11,92.57,23,0,35,Fail
6.56,93.03,29,10,44.08,Pass
1.1,46.51,30,18,35,Fail
9.08,65.7,49,4,59.26,Pass
6.99,67.88,40,16,53.44,Pass
2.24,98.66,25,18,45.79,Pass
2.26,80.68,25,16,35.47,Fail
2.21,64.43,28,4,35,Fail
0.68,41.56,39,19,35.42,Fail
7.05,73.92,32,8,51.68,Pass
10.08,45.76,49,5,56.79,Pass
0.21,90.07,24,20,35,Fail
0.59,85.15,25,12,35,Fail
6.87,67.63,23,20,43.74,Pass
9.83,65.75,25,10,52.46,Pass
3.92,93.84,37,0,38.52,Fail
4.2,57.31,47,16,48.25,Pass
7.16,54.94,32,5,41.74,Pass
3.29,96.35,42,2,37.63,Fail
0.32,88.55,22,15,35,Fail
8.82,89.24,49,12,67.64,Pass
7.51,51.71,29,11,54.14,Pass
6.97,48.6,23,10,41.27,Pass
8.9,41.56,44,1,46.84,Pass
8.1,54.22,50,18,53.04,Pass
2.47,86.45,34,7,35,Fail
4.23,54.4,31,12,35,Fail
1.51,83.75,34,13,40.39,Pass
1.56,55.11,48,14,35,Fail
8.11,63.72,40,16,58.72,Pass
10.3,98.99,44,14,61.11,Pass
11.55,54.69,45,20,67.88,Pass
7.54,62.58,48,9,50.8,Pass
2.21,58.07,45,0,35,Fail
1.27,46.58,29,11,35,Fail
9.75,69.39,31,8,43.37,Pass
6.95,62.72,45,4,41.77,Pass
7.42,81.69,41,14,66.72,Pass
9.38,89.06,27,2,55.33,Pass
8.44,72.65,40,18,59.71,Pass
10.01,41.93,40,6,49.08,Pass
0.67,77.14,22,6,35,Fail
8.97,43.32,26,6,43.47,Pass
10.21,76.98,37,1,49.62,Pass
3.43,81.1,46,1,36.85,Fail
7.69,51.87,47,11,54.84,Pass
3.77,89.16,22,4,35,Fail
11.5,94.67,34,3,45.95,Pass
0.4,88.79,21,6,35,Fail
6.96,58.31,34,15,56.01,Pass
2,75.2,32,2,35,Fail
8.55,94.89,43,20,58.62,Pass
2.11,59.24,39,1,35,Fail
2.82,89.2,29,16,35,Fail
5.93,40.57,43,8,50.43,Pass
10.98,40.22,43,19,62.57,Pass
2.54,85.58,43,7,35,Fail
1.73,85.69,43,11,40.34,Pass
9.11,87.34,27,6,50.08,Pass
6.01,95.8,35,13,49.99,Pass
10.94,47.07,47,15,61.38,Pass
1.76,53.92,44,0,35,Fail
7.75,94.22,35,9,54.46,Pass
2.79,50.63,21,10,35,Fail
1.88,80.93,28,6,35,Fail
8.2,71.83,27,17,52.58,Pass
7.12,44.99,30,18,48.26,Pass
9.06,57.12,45,13,53.97,Pass
3.71,71.22,20,16,46.09,Pass
5.38,91.14,49,18,57.11,Pass
4.87,82.45,40,12,50.26,Pass
11.81,77.31,30,2,52.08,Pass
3.51,69.76,37,1,35,Fail
3.54,57.92,45,8,42.05,Pass
4.25,47.15,40,6,35,Fail
6.78,64.54,48,13,57.36,Pass
3.03,41.71,34,4,35,Fail
10.98,52.66,43,19,68.36,Pass
3.19,65.95,28,14,36.13,Fail
10.75,65.12,28,19,69.55,Pass
1.24,42.66,20,0,35,Fail
7.88,75.34,26,19,57.74,Pass
10.88,72.98,31,6,54.87,Pass
2.02,44.69,46,4,37.6,Fail
11.62,96.59,43,3,66.34,Pass
5.43,45.96,29,10,35,Fail
11.35,91.29,38,18,63.71,Pass
8.12,40.02,48,5,43.85,Pass
3.62,92.94,35,19,44.5,Pass
2.26,41.18,25,17,35,Fail
3.64,85.47,30,4,38.9,Fail
1.12,61.7,38,19,44.53,Pass
1.73,84.29,44,14,46,Pass
1.26,64.1,48,20,50.17,Pass
5.08,44.25,38,19,40.66,Pass
9.55,86.05,37,5,52.06,Pass
1.7,44.28,44,3,35,Fail
1.56,95.33,34,16,38.06,Fail
7.72,43.06,46,14,46.95,Pass
2.37,68.76,48,17,47.59,Pass
1.17,83.38,35,5,35,Fail
2,63.59,33,19,43.17,Pass
11.08,53.03,27,18,51.14,Pass
9.86,85.55,27,11,59.2,Pass
4.25,87.06,21,8,37.96,Fail
7.87,95.36,25,7,49.25,Pass
6.45,62.57,32,14,47.93,Pass
8.13,70.38,32,0,43.28,Pass
8.19,61.79,40,1,46.02,Pass
7.54,55.42,49,2,46.61,Pass
3.19,85.06,31,18,45.43,Pass
0.47,60.38,21,9,35,Fail
5.47,65.69,40,13,45.07,Pass
10.69,64.22,39,18,69.7,Pass
6.83,82.76,44,10,51.26,Pass
9.99,95.07,31,20,60.12,Pass
11.9,80.01,36,5,58.39,Pass
1.96,68.29,25,18,35,Fail
8.3,86.75,26,13,54.29,Pass
8.09,78.46,50,7,55.49,Pass
11.76,43.64,47,1,59.01,Pass
11.83,45.74,25,17,56.33,Pass
8.24,42.28,40,3,44.27,Pass
2.92,67.41,47,2,35.37,Fail
9.58,89.55,23,1,51.32,Pass
1.28,58.78,40,3,35,Fail
9.37,63.05,28,17,55.61,Pass
10.92,94.57,24,10,62.32,Pass
4.59,90.21,29,8,40.97,Pass
7.57,79.9,34,7,48.21,Pass
5.16,56.01,27,20,42.95,Pass
5.25,47.02,42,7,42.13,Pass
3.72,40.96,23,4,35,Fail
9.15,46.42,45,12,58.92,Pass
11.23,57.56,24,6,52.37,Pass
11.29,73.11,26,20,67.64,Pass
2.1,43.84,25,4,35,Fail
10.5,48.17,32,12,60.5,Pass
8.85,50.86,38,19,61.6,Pass
3.03,77.92,29,15,36.59,Fail
0.81,76.95,34,13,38.9,Fail
3.22,73.05,22,4,35,Fail
10.95,55.03,37,18,67.24,Pass
7.6,62.27,33,3,42.98,Pass
8.65,45.8,22,10,39.41,Fail
3.09,53.59,30,1,35,Fail
8.63,93.86,29,12,53.78,Pass
0.34,98.78,48,15,49.94,Pass
4.5,78.86,36,8,43.49,Pass
7.52,95.01,32,15,52.87,Pass
1.75,78.56,44,6,36.41,Fail
9.88,41.99,21,15,55.05,Pass
2.82,99.81,47,12,51.52,Pass
7.83,45.94,32,4,41.46,Pass
4.86,80.96,38,14,52.57,Pass
7.15,55.17,24,6,43.32,Pass
1.29,63.52,35,17,35,Fail
0.2,78.76,29,19,35,Fail
10.91,66.19,31,1,57.3,Pass
3.24,55.03,39,7,39.54,Fail
9.84,60.07,32,9,60.67,Pass
11.99,60.49,40,9,63.44,Pass
2.54,97.56,35,10,37.43,Fail
3.18,87.92,41,20,49.43,Pass
7.95,67.51,40,20,61.94,Pass
11.59,51.99,45,7,58.93,Pass
10.99,88.66,20,15,58.08,Pass
6.03,49.43,41,15,58.06,Pass
9.54,52.63,28,16,51.36,Pass
1.63,61.96,35,5,35,Fail
11.73,92.82,38,17,69.95,Pass
11.57,47.91,34,16,63.88,Pass
1.96,47.33,37,11,35,Fail
3.59,69.64,41,14,44.87,Pass
1.2,56.58,31,6,37.56,Fail
3.26,74.12,33,13,39.76,Fail
9.79,67.1,22,3,48.81,Pass
4.54,66.1,23,16,35,Fail
1.06,46.72,25,10,35,Fail
4.11,48.46,35,5,35,Fail
11.78,89.26,47,9,66.68,Pass
7.56,93.15,32,14,45.47,Pass
4.99,54.08,31,5,35,Fail
2,46.81,41,15,35,Fail
11.83,43.21,31,11,60.49,Pass
9.85,76.5,21,18,50.97,Pass
3.38,82.92,48,15,52.23,Pass
0.84,62.37,32,13,35.43,Fail
0.68,80.78,22,5,35,Fail
1.44,82.78,32,8,35,Fail
6.97,96.12,44,0,48.03,Pass
11.15,43.89,21,7,45.07,Pass
5.96,51.54,38,6,36.51,Fail
10.12,44.11,28,13,49.44,Pass
5.35,92.08,39,7,48.55,Pass
8.5,87.56,50,10,54.43,Pass
8.78,74.48,20,8,44.95,Pass
2.09,45.02,46,18,38.55,Fail
4.33,56.4,32,6,36.15,Fail
7.65,57.86,21,5,48.63,Pass
0.85,73.64,34,17,35,Fail
4.34,55.48,38,4,36.24,Fail
6.42,44.38,44,18,52.5,Pass
11.95,83.85,50,10,65.9,Pass
5.69,57.94,44,4,44.76,Pass
9.79,67.14,35,8,46.05,Pass
5.18,47.66,30,7,35,Fail
9.56,88.15,34,10,43.38,Pass
7.14,73.93,25,5,40.73,Pass
10.64,94.1,33,14,56.15,Pass
4.93,69.73,46,5,45.75,Pass
7.25,96.49,25,10,55.67,Pass
7.56,93.51,38,14,57.91,Pass
5.01,74.59,24,11,39.54,Fail
1.73,96.03,50,8,40.93,Pass
1.12,59.39,30,9,35,Fail
0.2,61.94,23,14,35,Fail
10.48,42.73,45,16,60.29,Pass
2.84,75.35,45,15,47.79,Pass
2.54,83.32,47,7,38.01,Fail
8.83,86.41,28,16,61.57,Pass
3.84,48.99,28,10,35,Fail
6.07,66.65,36,10,45.64,Pass
1.95,50.61,27,5,35,Fail
11.52,79.73,34,1,44.32,Pass
10.22,49.48,28,0,35,Fail
10.37,94.25,24,19,63.01,Pass
4.88,53.84,23,5,35,Fail
9.15,57.48,45,4,59.33,Pass
1.73,91.05,39,8,35,Fail
0.1,67.51,37,4,35,Fail
0.24,41.44,28,17,35,Fail
7.04,69.68,40,18,59.59,Pass
5.46,45.07,46,14,36.28,Fail
6.22,99.12,22,14,46.29,Pass
0.09,75.29,41,8,36.36,Fail
5.07,55.39,28,13,36.01,Fail
8.62,73.82,28,4,45.95,Pass
5.31,44.61,47,16,48.62,Pass
8.79,87.99,48,14,64.46,Pass
2.8,95.52,40,19,43.28,Pass
9.76,92.47,43,16,62.65,Pass
7.06,60.51,23,8,43.2,Pass
2.53,59.55,40,12,42.18,Pass
2.84,42.11,26,12,35,Fail
7.54,79.08,26,4,41.8,Pass
9.96,72.09,48,13,63.18,Pass
4.99,67.56,42,6,47.22,Pass
3.1,94.46,27,4,36.13,Fail
10.4,50.07,46,11,52.61,Pass
8.03,40.58,40,2,37.74,Fail
5.38,44.4,50,8,45.09,Pass
5.85,53.4,20,9,35,Fail
2.45,42,46,0,35,Fail
7.52,70.17,28,13,43.69,Pass
4.3,58.85,44,0,35,Fail
11.95,50.83,50,9,71.34,Pass
5.76,85.01,42,10,47.4,Pass
5.83,52.27,31,19,47.63,Pass
6.79,81.26,25,1,42.76,Pass
11,60.96,32,1,57.3,Pass
9.61,70.71,48,10,56.87,Pass
5.41,96.03,24,7,42.62,Pass
8.62,42.24,40,2,44.49,Pass
7.03,70.02,50,8,64.87,Pass
5.91,91.27,38,15,42.55,Pass
2.31,75.28,45,15,43.26,Pass
5.57,56.61,20,9,35.73,Fail
2.95,63.86,41,5,35.8,Fail
10.98,80.82,43,19,60.95,Pass
4.02,93.45,49,19,45.8,Pass
11.43,42.46,37,19,53.44,Pass
6.4,44.29,27,10,43.76,Pass
7.58,59.5,43,7,49.19,Pass
6.52,53.97,45,19,45,Pass
1.55,55.9,27,0,35,Fail
4.51,53.28,45,5,50.08,Pass
1.19,51.75,34,7,35,Fail
7.48,47.84,38,13,51.01,Pass
5.36,96.04,29,2,41.05,Pass
9.34,48.65,43,1,45.31,Pass
2.65,52.26,35,0,35,Fail
1.97,54.78,30,10,35,Fail
4.88,95.98,50,20,58.33,Pass
11.12,85.34,31,5,58.88,Pass
8.53,87.38,35,7,51.47,Pass
5.03,46.29,35,6,36.64,Fail
6.21,90.18,47,5,51.07,Pass
1.01,64.49,49,17,42.53,Pass
11.81,55.77,39,11,57.16,Pass
8,74.55,22,7,46.25,Pass
3.42,89.33,46,20,46.79,Pass
7.03,86.72,28,18,54.12,Pass
1.31,93.4,27,4,35,Fail
11.59,95.69,29,18,59.76,Pass
2.1,54.29,48,8,35,Fail
7.78,65.43,32,11,49.64,Pass
2.95,40.88,37,14,37.89,Fail
8.61,92.76,32,12,51.19,Pass
9.32,49.27,32,12,43.6,Pass
8.08,91.69,34,20,65.58,Pass
7.37,59.76,32,20,52.52,Pass
10.71,62.09,49,4,57.4,Pass
0.94,42.35,35,1,35,Fail
3.97,59.61,27,18,35.7,Fail
2.98,93.3,46,7,49.4,Pass
11.86,41.53,46,13,64.96,Pass
4.67,64.38,38,5,38.12,Fail
8.79,41.88,29,6,43.15,Pass
8.22,62.26,31,13,48.89,Pass
2.54,50.36,33,5,36.77,Fail
2.87,55.13,25,15,36.6,Fail
3.38,92.66,40,3,42.86,Pass
4.93,66.16,43,6,43.39,Pass
2.81,56.43,28,15,35.69,Fail
0.24,75.36,46,3,41.5,Pass
10.55,48.53,26,6,45.84,Pass
11.59,55.56,25,20,60.41,Pass
4.1,72.77,41,1,48.47,Pass
4.06,54.25,20,7,37.12,Fail
0.09,80.75,40,9,35.63,Fail
8.16,69.49,33,1,37.07,Fail
9.91,86.32,43,5,68.77,Pass
1.76,96.89,25,3,35,Fail
1.92,46.95,31,20,36.66,Fail
9.48,60.08,36,0,52.27,Pass
7.4,59.17,50,5,49.35,Pass
0.54,49.07,50,11,36.37,Fail
7.47,88.62,24,13,49.69,Pass
3.71,85.59,48,14,47.9,Pass
4.42,69.07,30,17,45.37,Pass
9.24,72.27,47,16,59.17,Pass
9.73,43.57,24,8,39.58,Fail
4.8,73.33,31,14,46.5,Pass
11.37,87.48,22,17,66.81,Pass
4.88,74.43,43,20,48.85,Pass
9.26,55.92,50,17,59.1,Pass
5.81,80.05,28,4,40.16,Pass
10.77,61.69,25,15,55.21,Pass
10.89,72.69,41,8,49.47,Pass
1.05,69.25,21,2,35,Fail
11.24,62.87,45,11,71.11,Pass
9.91,83.13,21,13,60.43,Pass
9.5,93.03,41,0,62.63,Pass
2.41,40.31,31,8,35,Fail
9.66,96.02,27,8,51.49,Pass
10.2,70.69,21,19,57.19,Pass
3.47,82.04,28,12,42.37,Pass
11.43,91.34,48,7,64.03,Pass
0.6,68.03,35,10,35,Fail
1.8,90.1,47,13,49.14,Pass
6.45,50.66,49,15,50.08,Pass
6.91,49.55,44,10,51.44,Pass
7.74,79.45,34,18,47.76,Pass
0.2,92.21,33,9,35,Fail
11.52,93.55,39,7,64.57,Pass
0.54,78.62,23,10,35,Fail
1.72,71.53,23,7,35,Fail
0.17,59.88,30,19,35,Fail
6.8,98.8,40,9,54.18,Pass
11.19,59.18,43,16,65.6,Pass
7.99,84.65,37,10,55.07,Pass
9.87,71.92,46,11,63.32,Pass
0.16,76.51,24,9,35,Fail
6.5,63.61,49,19,66.11,Pass
5.51,97.89,21,16,45.54,Pass
5.99,74.3,34,2,40.45,Pass
0.87,96.27,30,6,35,Fail
8.21,40.46,46,2,47.35,Pass
6.04,74.36,43,16,45.84,Pass
9.18,83.03,36,7,51.57,Pass
5.82,84.7,35,20,43.71,Pass
1.79,94.3,34,18,40.68,Pass
7.78,40.26,42,13,50.88,Pass
2.07,40.02,22,4,35,Fail
10.47,68.34,39,18,62.53,Pass
7.36,41.76,49,12,52.89,Pass
1.89,98.47,34,17,35,Fail
11.55,53.32,43,10,60.85,Pass
6.22,68.36,38,11,53.89,Pass
0.87,43.67,47,7,35,Fail
7.52,71.32,48,11,51.57,Pass
3.04,62.8,32,0,35,Fail
9.64,42.68,35,17,61.53,Pass
9.81,60.11,42,1,53.79,Pass
11.75,63.49,31,11,60.88,Pass
6.02,99.4,36,18,51.23,Pass
5.46,52.47,35,6,37.31,Fail
9.04,72.69,28,6,47.96,Pass
1.59,99.24,48,0,47.1,Pass
6.56,87.52,25,17,45.17,Pass
6.55,99.6,38,7,52.01,Pass
1.07,98.1,42,9,42.96,Pass
5.02,69.37,50,0,46.66,Pass
10.24,81.78,32,14,57.82,Pass
10.27,46.63,40,14,55.44,Pass
1.19,66.47,43,3,41.58,Pass
1.09,88.54,27,9,35,Fail
3.15,70.32,31,7,35,Fail
10.5,82.16,28,13,62.22,Pass
1.55,84.75,41,12,40.83,Pass
8.64,55.21,23,20,44.58,Pass
1.21,92.54,32,16,44.2,Pass
7.48,67.59,21,6,38.85,Fail
4.27,52.61,22,5,35,Fail
9.47,91.92,24,8,65.16,Pass
2.8,65.07,43,19,44.19,Pass
7.67,85.02,47,19,62.46,Pass
2.83,72.88,45,7,44.77,Pass
8.56,62.91,37,13,48.78,Pass
10.48,88.59,40,19,69.68,Pass
1.52,75.07,33,2,35,Fail
10.4,63.43,44,12,66.95,Pass
7.12,46.58,21,20,48.48,Pass
1.53,93.73,34,8,35,Fail
5.13,42.13,27,20,44.13,Pass
1.93,91.79,35,8,35,Fail
8.4,61.6,22,10,51.19,Pass
9.11,78.36,43,5,60.1,Pass
1.27,95.33,39,11,40.8,Pass
6.07,49.1,39,3,40.86,Pass
9.78,74.02,47,3,56.12,Pass
11.23,85.87,42,16,67.22,Pass
6.16,85.46,24,6,46.26,Pass
11.4,71.54,23,5,49.87,Pass
6.43,77.48,42,19,66.86,Pass
4.73,85.45,31,7,42.11,Pass
10.18,90.46,38,6,64.03,Pass
5.92,85.71,34,7,37.18,Fail
5.66,61.24,44,8,42.85,Pass
5.88,99.8,49,0,53.85,Pass
10.16,66.07,32,2,50.92,Pass
9.98,41.47,24,17,51.11,Pass
4.84,61.76,31,18,49.86,Pass
4,47.67,38,10,48.95,Pass
5.9,47.29,21,15,35,Fail
6.87,56.89,26,17,51.31,Pass
2.86,43.2,47,5,35,Fail
9.53,81.31,42,1,57.7,Pass
5.84,44.44,47,3,39.6,Fail
4.01,52.2,48,4,42.1,Pass
1.28,45.57,24,20,35,Fail
2.87,43.79,39,13,35,Fail
11.39,56.07,48,0,53.71,Pass
3.66,74.31,30,13,39.15,Fail
2.03,97.88,37,20,38.43,Fail
5.53,92.53,37,12,51.97,Pass
3.69,92.56,26,15,49.87,Pass
0.42,50.56,29,3,35,Fail
3.88,55.89,42,5,41.17,Pass
6.53,44.58,39,8,45.13,Pass
6.62,86.71,33,0,39.31,Fail
4.28,44.19,39,16,52.73,Pass
5.37,73.4,39,3,47.59,Pass
11.59,54.87,30,5,58.4,Pass
4.53,54.61,21,15,37.12,Fail
3.1,99.44,32,6,35,Fail
2.92,85.41,32,4,36.17,Fail
5.49,90.22,28,8,42.63,Pass
9.11,74.32,36,18,64.23,Pass
2.47,92.26,34,0,35,Fail
8.51,78.73,43,7,61.16,Pass
0.25,96.77,41,19,39.83,Fail
5.03,56.88,50,3,46.44,Pass
9.31,75.72,48,16,59.7,Pass
4.06,81.41,45,0,40.17,Pass
6.76,63.58,42,1,37.17,Fail
2.46,92.78,47,20,51.23,Pass
8.9,98.79,40,13,55.83,Pass
0.63,69.63,41,1,35,Fail
10.23,63.44,41,0,54.97,Pass
2.38,68.32,48,12,42.54,Pass
10.49,91.16,35,7,54.83,Pass
4.23,78.73,44,8,46.81,Pass
8.67,42.69,29,19,55.83,Pass
3.83,72.53,48,20,50.81,Pass
10.87,41.04,39,1,47.38,Pass
1.52,86.71,47,16,38.91,Fail
2.14,59.7,46,5,36.79,Fail
5.92,68.32,31,2,43.95,Pass
0.98,87.92,48,19,53.39,Pass
2.35,42.79,24,16,35,Fail
11.33,49.51,39,5,47.35,Pass
11.72,63.88,36,7,55.13,Pass
4.52,53.8,29,13,44.62,Pass
11.08,60.27,25,9,56.25,Pass
6.54,99.89,40,19,53.56,Pass
3.24,89.52,39,9,52.41,Pass
8.43,93.03,25,14,48.02,Pass
7.91,96.22,31,7,48.86,Pass
11.87,60.46,40,10,63.26,Pass
3.18,57.82,38,15,40.43,Pass
8.06,54.04,21,2,36.23,Fail
0.62,89.81,32,14,36.29,Fail
1.36,80.77,41,12,44.24,Pass
0.05,54.17,39,10,39.47,Fail
11.99,62.62,30,13,60.69,Pass
9.63,70.4,34,6,48.69,Pass
9.44,71.69,32,18,58.48,Pass
6.12,93.32,45,14,65.57,Pass
3.6,62.83,22,5,35,Fail
1.82,94.51,33,19,50.02,Pass
3.42,66.48,27,6,37.08,Fail
4.51,84.78,47,13,55.3,Pass
9.08,95.82,28,3,50.31,Pass
6.48,94.45,34,8,55.97,Pass
0.93,43.42,42,6,35,Fail
0.22,52.34,37,14,35,Fail
1.23,68.61,27,2,35,Fail
4.93,65.89,30,4,35,Fail
11.2,78.45,48,16,70.29,Pass
7.65,96.68,48,0,55.8,Pass
9.62,46.74,46,0,40.8,Pass
5.6,67.11,24,15,44.49,Pass
4.34,51.54,50,13,52.88,Pass
1.3,93.65,34,10,45.31,Pass
10.51,97.87,34,13,65.5,Pass
9.4,68.72,46,7,56,Pass
2.02,46.24,45,18,45.67,Pass
6.15,87.12,26,1,35.26,Fail
5.85,81.83,40,9,52.28,Pass
7.5,61.28,37,4,44.97,Pass
11.35,93.24,47,14,75.52,Pass
6.96,98.55,31,0,42.26,Pass
6.48,73.47,31,1,48.87,Pass
0.6,73.94,23,18,38.72,Fail
0.75,57.85,48,16,41.25,Pass
2.25,75.07,30,14,38.77,Fail
0.39,66.38,40,17,45.72,Pass
8.92,58.13,25,20,63.86,Pass
8.68,44.03,40,7,46.87,Pass
1.63,55.16,29,20,35,Fail
10.03,51.87,46,13,65.67,Pass
1.86,72.52,34,7,35,Fail
3.61,76.1,20,7,35,Fail
2.99,76.51,36,18,40.54,Pass
4.47,63.29,50,12,49.61,Pass
3.06,65.27,22,4,35,Fail
5.87,90.05,44,9,45.15,Pass
4.89,68.57,30,6,35.94,Fail
11.84,99.27,37,8,71.15,Pass
0.67,66.38,29,13,35,Fail
1.71,78.97,40,5,40.91,Pass
0.63,43.02,28,9,35,Fail
7.51,79.2,26,0,49.06,Pass
0.65,91.09,30,10,35,Fail
10.04,96.55,27,7,56.94,Pass
6.14,99.84,21,5,43.12,Pass
6.32,56.93,24,16,43.13,Pass
6.74,74.52,28,3,45.32,Pass
2.05,67.04,20,5,35,Fail
2.37,73.83,36,14,41.26,Pass
3.83,49.45,29,9,35,Fail
7.12,91.37,27,16,46.33,Pass
2.52,94.57,37,9,36.36,Fail
1.4,66.98,44,4,35.03,Fail
11.64,56.83,29,18,60.13,Pass
0.26,48.45,28,6,35,Fail
9.63,81.03,23,18,52.42,Pass
9.46,58.73,21,9,50.03,Pass
3.57,94.57,38,18,45.79,Pass
1.63,80.26,29,10,35,Fail
1.75,78.74,36,2,35,Fail
8.37,73.56,22,10,44.35,Pass
7.71,42.75,40,5,48.78,Pass
9.39,95.92,38,5,52.59,Pass
11.25,77.68,38,14,62.5,Pass
8.3,99.64,45,2,56.58,Pass
1.87,72.24,41,10,35,Fail
2.92,82.61,38,7,36.35,Fail
10.11,43.37,38,7,47.58,Pass
2.51,77.9,34,15,38.42,Fail
0.87,85.88,44,2,35,Fail
8.44,86.71,37,7,53.33,Pass
4.83,86.21,36,7,44.77,Pass
11.04,53.58,29,12,57.8,Pass
7.8,98.52,43,0,54.25,Pass
1.09,99.71,48,9,48.45,Pass
11.37,44.54,33,4,55.78,Pass
3.1,96.19,38,4,46.95,Pass
4.05,57.37,42,16,51.48,Pass
4.83,81.36,37,13,44.52,Pass
0.61,60.29,30,5,35,Fail
5.96,98.07,30,13,48.48,Pass
1.48,46.09,31,11,35.73,Fail
4.81,69.86,27,19,43.8,Pass
4.21,65.68,35,0,38.55,Fail
9.27,59.56,44,4,42.97,Pass
9.64,78.73,43,17,53.15,Pass
1.84,47.86,27,13,37.2,Fail
4.4,83,43,6,47.13,Pass
4.48,98.84,33,14,53.97,Pass
1.82,88.27,42,8,35,Fail
9.58,91.6,37,14,62.17,Pass
8.49,61.58,43,15,49.65,Pass
2.28,59.49,40,8,40.33,Pass
4.4,71.02,41,6,42.24,Pass
1.27,42.74,23,6,35,Fail
7.54,96.72,36,16,62.18,Pass
1.46,48.63,32,10,35,Fail
11.83,94.18,24,5,56.13,Pass
9.37,45.01,22,13,39.99,Fail
4.68,89.36,28,14,51.91,Pass
6.94,49.12,39,20,53.34,Pass
10.94,42.29,45,7,58.99,Pass
6.65,83.17,37,3,39.35,Fail
2.09,56.82,39,0,36.76,Fail
4.54,82.87,38,5,43.24,Pass
10.12,73.31,38,0,60.51,Pass
7.73,46.53,40,20,59.72,Pass
7.81,95.93,35,4,38.49,Fail
10.4,67.14,20,18,59.14,Pass
10.73,84.07,24,4,56.39,Pass
11.04,70.06,43,4,61.22,Pass
1.14,76.26,50,16,45.27,Pass
6.53,58.17,34,11,44.6,Pass
8.89,52.02,45,6,51.78,Pass
9.08,72.55,31,14,61.69,Pass
7.28,66.41,44,18,64.22,Pass
2,63.41,47,20,44.7,Pass
9.57,80.35,20,12,47.54,Pass
8.64,81.43,33,11,60.23,Pass
1.03,42.76,37,18,39.48,Fail
5.57,60.32,37,12,46.27,Pass
2.09,64.71,25,5,35,Fail
4.05,45.81,20,0,35,Fail
0.22,54.15,46,5,35,Fail
4.8,43.1,36,12,37.51,Fail
6.6,99.77,37,12,50.78,Pass
7.43,84.19,34,12,54.36,Pass
7.96,45.25,31,19,48.01,Pass
10.04,41.21,32,3,43.61,Pass
2.59,83.16,39,4,35,Fail
1.45,66.35,21,12,35,Fail
10.22,87.21,23,8,47.93,Pass
1.88,95.41,22,16,35,Fail
11.7,75.96,38,2,52.29,Pass
10.11,51.23,50,19,71.56,Pass
6.01,86.93,44,17,52.96,Pass
11.78,97.35,27,14,65.71,Pass
1.17,74.81,31,0,35,Fail
3.64,80.92,31,8,37.45,Fail
7.66,60.25,29,5,49.66,Pass
4.2,62.89,44,17,48.37,Pass
11.14,84.08,20,0,56.8,Pass
0.79,95.67,47,6,48.42,Pass
6.59,77.74,24,9,51.06,Pass
7.09,87.39,47,5,50.03,Pass
7.83,50.3,47,6,50.4,Pass
3.07,52.72,39,5,41.6,Pass
4.37,71.92,30,7,41.89,Pass
10.12,50.59,49,1,58.91,Pass
2.34,78.1,28,8,39.81,Fail
9.92,57.5,33,8,57.94,Pass
6.75,87.49,22,6,37.49,Fail
9.15,88.49,24,8,50.29,Pass
8.56,67.83,43,16,55.17,Pass
2.49,50.85,45,2,35,Fail
6.83,78.81,50,15,58.98,Pass
10.41,99.57,40,15,66.5,Pass
5.19,77.36,28,1,35,Fail
11.6,42.15,37,10,49.81,Pass
5.43,41.04,25,15,35,Fail
1.71,59.22,40,14,46.72,Pass
4.67,51.75,44,0,43.25,Pass
11.42,88.78,26,20,65.99,Pass
3.84,90.69,35,16,35,Fail
10.42,55.52,27,2,42.28,Pass
10.58,59.54,42,18,65.49,Pass
4.2,54.17,48,19,53.46,Pass
1,94.5,29,6,35,Fail
8.69,70.16,45,10,59.03,Pass
